0,Tue Feb  5 15:31:34 20191,DIST,4,AN0,C295,0,0,2,32.24,AN1,D814,0,30,2,21.86,AN2,5C15,-1,15,2,23.8,AN3,07A7,31,15,2,13,,,,,,DIST,2,AN0,5C15,-1,15,2,23.93,AN1,17AF,30,30,2,10.74,,,,,,,,,,,,,,,,,
1,Tue Feb  5 15:31:34 20192,DIST,4,AN0,C295,0,0,2,32.27,AN1,D814,0,30,2,21.78,AN2,5C15,-1,15,2,23.83,AN3,07A7,31,15,2,13,,,,,,DIST,2,AN0,5C15,-1,15,2,23.91,AN1,17AF,30,30,2,10.76,,,,,,,,,,,,,,,,,
2,Tue Feb  5 15:31:34 20193,DIST,4,AN0,C295,0,0,2,32.27,AN1,D814,0,30,2,21.83,AN2,5C15,-1,15,2,23.79,AN3,07A7,31,15,2,13,,,,,,DIST,2,AN0,5C15,-1,15,2,23.92,AN1,17AF,30,30,2,10.76,,,,,,,,,,,,,,,,,
3,Tue Feb  5 15:31:34 20194,DIST,3,AN0,D814,0,30,2,21.81,AN1,5C15,-1,15,2,23.83,AN2,07A7,31,15,2,12.96,,,,,,,,,,,,DIST,2,AN0,5C15,-1,15,2,23.87,AN1,17AF,30,30,2,10.77,,,,,,,,,,,,,,,,,
4,Tue Feb  5 15:31:34 20195,DIST,4,AN0,C295,0,0,2,32.26,AN1,D814,0,30,2,21.78,AN2,5C15,-1,15,2,23.84,AN3,07A7,31,15,2,12.99,,,,,,DIST,2,AN0,5C15,-1,15,2,23.91,AN1,17AF,30,30,2,10.74,,,,,,,,,,,,,,,,,
5,Tue Feb  5 15:31:34 20196,DIST,3,AN0,C295,0,0,2,32.26,AN1,5C15,-1,15,2,23.84,AN2,07A7,31,15,2,13.05,,,,,,,,,,,,DIST,2,AN0,5C15,-1,15,2,23.87,AN1,17AF,30,30,2,10.75,,,,,,,,,,,,,,,,,
6,Tue Feb  5 15:31:34 20197,DIST,3,AN0,C295,0,0,2,32.26,AN1,5C15,-1,15,2,23.83,AN2,07A7,31,15,2,13.01,,,,,,,,,,,,DIST,2,AN0,5C15,-1,15,2,23.92,AN1,17AF,30,30,2,10.76,,,,,,,,,,,,,,,,,
7,Tue Feb  5 15:31:34 20198,DIST,4,AN0,C295,0,0,2,32.24,AN1,4897,15,-1,2,25.72,AN2,5C15,-1,15,2,23.82,AN3,07A7,31,15,2,13.01,,,,,,DIST,2,AN0,5C15,-1,15,2,23.9,AN1,17AF,30,30,2,10.77,,,,,,,,,,,,,,,,,
8,Tue Feb  5 15:31:34 20199,DIST,2,AN0,5C15,-1,15,2,23.8,AN1,07A7,31,15,2,13.06,,,,,,,,,,,,,,,,,,DIST,2,AN0,5C15,-1,15,2,23.92,AN1,17AF,30,30,2,10.76,,,,,,,,,,,,,,,,,
9,Tue Feb  5 15:31:34 201910,DIST,3,AN0,C295,0,0,2,32.25,AN1,5C15,-1,15,2,23.81,AN2,07A7,31,15,2,13,,,,,,,,,,,,DIST,2,AN0,5C15,-1,15,2,23.94,AN1,17AF,30,30,2,10.78,,,,,,,,,,,,,,,,,
