0,Tue Feb  5 15:25:17 20191,DIST,4,AN0,C295,0,0,2,15.48,AN1,4897,15,-1,2,4.01,AN2,D814,0,30,2,31.01,AN3,17AF,30,30,2,31.21,POS,15.02,2.83,0.87,100,DIST,2,AN0,4897,15,-1,2,4.3,AN1,15B8,30,0,2,14.94,,,,,,,,,,,,,,,,,
1,Tue Feb  5 15:25:17 20192,DIST,3,AN0,C295,0,0,2,15.41,AN1,4897,15,-1,2,4.06,AN2,D814,0,30,2,31.06,POS,15.04,2.84,0.86,50,,,,,,,DIST,3,AN0,4897,15,-1,2,4.39,AN1,D814,0,30,2,30.98,AN2,15B8,30,0,2,14.91,POS,15.38,2.88,0.37,50,,,,,,
2,Tue Feb  5 15:25:17 20193,DIST,3,AN0,C295,0,0,2,15.43,AN1,4897,15,-1,2,3.97,AN2,D814,0,30,2,30.95,POS,15.07,2.88,1.01,50,,,,,,,DIST,3,AN0,4897,15,-1,2,4.38,AN1,15B8,30,0,2,14.94,AN2,07A7,31,15,2,19.94,POS,15.41,2.83,0.19,50,,,,,,
3,Tue Feb  5 15:25:17 20194,DIST,4,AN0,C295,0,0,2,15.43,AN1,4897,15,-1,2,3.98,AN2,D814,0,30,2,30.98,AN3,17AF,30,30,2,31.21,POS,15.08,2.82,0.84,100,DIST,3,AN0,4897,15,-1,2,4.24,AN1,15B8,30,0,2,14.96,AN2,07A7,31,15,2,20,POS,15.41,2.78,0.11,50,,,,,,
4,Tue Feb  5 15:25:17 20195,DIST,4,AN0,C295,0,0,2,15.43,AN1,4897,15,-1,2,4.02,AN2,D814,0,30,2,30.89,AN3,17AF,30,30,2,31.21,POS,15.09,2.77,0.7,100,DIST,3,AN0,4897,15,-1,2,4.2,AN1,15B8,30,0,2,14.96,AN2,07A7,31,15,2,19.96,POS,15.41,2.76,0.09,50,,,,,,
5,Tue Feb  5 15:25:17 20196,DIST,4,AN0,C295,0,0,2,15.45,AN1,4897,15,-1,2,4.02,AN2,D814,0,30,2,30.92,AN3,17AF,30,30,2,31.21,POS,15.1,2.73,0.59,100,DIST,3,AN0,4897,15,-1,2,4.3,AN1,15B8,30,0,2,14.9,AN2,07A7,31,15,2,19.99,POS,15.43,2.71,-0.01,50,,,,,,
6,Tue Feb  5 15:25:17 20197,DIST,4,AN0,C295,0,0,2,15.45,AN1,4897,15,-1,2,4.01,AN2,D814,0,30,2,30.94,AN3,17AF,30,30,2,31.18,POS,15.1,2.71,0.53,100,DIST,3,AN0,4897,15,-1,2,4.22,AN1,15B8,30,0,2,14.93,AN2,07A7,31,15,2,19.94,POS,15.44,2.7,-0.02,50,,,,,,
7,Tue Feb  5 15:25:17 20198,DIST,2,AN0,C295,0,0,2,15.41,AN1,4897,15,-1,2,4.01,,,,,,,,,,,,,,,,,,DIST,3,AN0,4897,15,-1,2,4.23,AN1,15B8,30,0,2,14.9,AN2,07A7,31,15,2,19.97,POS,15.45,2.68,-0.05,50,,,,,,
8,Tue Feb  5 15:25:17 20199,DIST,3,AN0,C295,0,0,2,15.43,AN1,4897,15,-1,2,4.01,AN2,D814,0,30,2,30.89,POS,15.11,2.8,0.73,50,,,,,,,DIST,3,AN0,4897,15,-1,2,4.24,AN1,15B8,30,0,2,14.96,AN2,07A7,31,15,2,19.91,POS,15.45,2.7,-0.02,50,,,,,,
9,Tue Feb  5 15:25:17 201910,DIST,4,AN0,C295,0,0,2,15.53,AN1,4897,15,-1,2,4.03,AN2,D814,0,30,2,31.02,AN3,17AF,30,30,2,31.18,POS,15.14,2.75,0.6,100,DIST,3,AN0,4897,15,-1,2,4.23,AN1,15B8,30,0,2,14.95,AN2,07A7,31,15,2,19.97,POS,15.44,2.69,-0.04,50,,,,,,
10,Tue Feb  5 15:25:18 20191,DIST,4,AN0,C295,0,0,2,15.47,AN1,4897,15,-1,2,3.99,AN2,D814,0,30,2,30.94,AN3,17AF,30,30,2,31.2,POS,15.14,2.72,0.53,100,DIST,4,AN0,4897,15,-1,2,4.27,AN1,15B8,30,0,2,14.96,AN2,17AF,30,30,2,30.98,AN3,07A7,31,15,2,19.97,POS,15.44,2.7,-0.04,96
11,Tue Feb  5 15:25:18 20192,DIST,4,AN0,C295,0,0,2,15.42,AN1,4897,15,-1,2,4.03,AN2,D814,0,30,2,30.95,AN3,17AF,30,30,2,31.19,POS,15.13,2.7,0.47,100,DIST,3,AN0,4897,15,-1,2,4.18,AN1,15B8,30,0,2,14.94,AN2,07A7,31,15,2,19.95,POS,15.44,2.69,-0.01,50,,,,,,
12,Tue Feb  5 15:25:18 20193,DIST,4,AN0,C295,0,0,2,15.41,AN1,4897,15,-1,2,4.03,AN2,D814,0,30,2,30.89,AN3,17AF,30,30,2,31.22,POS,15.12,2.68,0.41,100,DIST,3,AN0,4897,15,-1,2,4.22,AN1,15B8,30,0,2,14.93,AN2,07A7,31,15,2,19.99,POS,15.44,2.67,-0.04,50,,,,,,
13,Tue Feb  5 15:25:18 20194,DIST,4,AN0,C295,0,0,2,15.45,AN1,4897,15,-1,2,4.04,AN2,D814,0,30,2,30.98,AN3,17AF,30,30,2,31.21,POS,15.12,2.67,0.36,100,DIST,3,AN0,4897,15,-1,2,4.2,AN1,15B8,30,0,2,14.92,AN2,07A7,31,15,2,19.97,POS,15.45,2.66,-0.05,50,,,,,,
14,Tue Feb  5 15:25:18 20195,DIST,3,AN0,C295,0,0,2,15.44,AN1,4897,15,-1,2,4.03,AN2,17AF,30,30,2,31.19,POS,15.12,2.66,0.34,50,,,,,,,DIST,2,AN0,4897,15,-1,2,4.23,AN1,15B8,30,0,2,14.99,,,,,,,,,,,,,,,,,
